Extensive Reading Foundation Graded Reader List																												
Cambridge U. Press					Level Info					Word count / Length				M-Reader		Genre & Audience			Publication Data									Further Information
ERF code	Publisher	Title ERF Language Learner Literature Awards: LLLA Winners in Red, Finalists in Blue	Author(s)	Series	Publisher level	Headwords	ERF level (E) Early (M) Mid (H) High	Common European Framework CEFR level	Yomi- yasusa level (YL) Average	Word count  (body only)	Additional material wordcount	Actual or Estimated count?	Book length (Pages)	Quiz  Avaliable? (Y)es, (N)o,  (S)oon	MReader Reading Level [RL]	Fiction (F) Nonfiction (NF)	Genre mystery, adventure, love, horror, etc.	Target age group: children, teen, adult, etc.	ISBN A (without CD/CD-ROM)	ISBN B (with CD/CD-ROM)	ISBN C (?)	ISBN D (?)	ISBN C (ebook)	Audio available free online	Copyright  Year	Year First Published	In print?	Notes on publishing history, awards, special features, etc.
CDR2	Cambridge U. Press	Grandad's Magic Gadgets	Helen Everett-Camplin	Cambridge Experience Readers (formerly "Discovery Readers")	2 Elementary/Lower-intermediate	800 	Elementary (H)	A2	2.6-2.8	8,023 		A		Y	5	F	Comedy	teen	9788483235225	9780521148979				Yes			Y	
CDR2	Cambridge U. Press	Killer Bees	Jane Rollason	Cambridge Experience Readers (formerly "Discovery Readers")	2 Elementary/Lower-intermediate	800 	Elementary (H)	A2	2.6-2.8	8,066 		A		Y	5	F	Horror	teen	9788483235034	9780521148962				Yes			Y	
CDR2		London	Jane Rollason	Cambridge Experience Readers (formerly "Discovery Readers")	2 Elementary/Lower-intermediate	800 	Elementary (H)	A2	2.6-2.8	7,635 		A		Y	5	NF	Factual	teen	9781107615212					Yes	2014		Y	
CDR2	Cambridge U. Press	Little Trouble in Amsterdam, A	Richard MacAndrew	Cambridge Experience Readers (formerly "Discovery Readers")	2 Elementary/Lower-intermediate	800 	Elementary (H)	A2	2.6-2.8	7,960 		A		Y	5		Adventure	teen	9788483235195	9780521148986				Yes			Y	
CDR2	Cambridge U. Press	New Zealand	Margaret Johnson	Cambridge Experience Readers (formerly "Discovery Readers")	2 Elementary/Lower-intermediate	800 	Elementary (H)	A2	2.6-2.8	7,551 		A		Y	5		Factual	teen	9788483234884	9780521149020				Yes			Y	
CDR2	Cambridge U. Press	Parties and Presents: three short stories	Katherine Mansfield	Cambridge Experience Readers (formerly "Discovery Readers")	2 Elementary/Lower-intermediate	800 	Elementary (H)	A2	2.6-2.8	7,551 		E		Y	5			teen	9788483238363					Yes				
CDR3	Cambridge U. Press	Alone	Jane Rollason	Cambridge Experience Readers (formerly "Discovery Readers")	3 Lower-intermediate	1,300 	Intermediate (H)	B1	3.6-3.8	12,522 		E		Y	6		Historical Fiction	teen	9788483236826	9788483234075				Yes			Y	
CDR3	Cambridge U. Press	Little Trouble in the Yorkshire Dales, A	Richard MacAndrew	Cambridge Experience Readers (formerly "Discovery Readers")	3 Lower-intermediate	1,300 	Intermediate (H)	B1	3.6-3.8	12,087 		A		Y	6		Adventure	teen	9788483235843	9780521148955				Yes			Y	
CDR3	Cambridge U. Press	Mind Map, The	David Morrison	Cambridge Experience Readers (formerly "Discovery Readers")	3 Lower-intermediate	1,300 	Intermediate (H)	B1	3.6-3.8	11,749 		A		Y	6		Fantasy	teen	9788483235379	9780521148924				Yes			Y	LLLA Finalist 2010
CDR3	Cambridge U. Press	Running Wild	Margaret Johnson	Cambridge Experience Readers (formerly "Discovery Readers")	3 Lower-intermediate	1,300 	Intermediate (H)	B1	3.6-3.8	11,682 		A		Y	6		Adventure	teen	9788483235010	9780521149013				Yes			Y	
CDR3	Cambridge U. Press	Scotland	Richard MacAndrew	Cambridge Experience Readers (formerly "Discovery Readers")	3 Lower-intermediate	1,300 	Intermediate (H)	B1	3.6-3.8	11,901 		A		Y	6		Factual	teen	9788483235799	9780521148948				Yes			Y	
CDR3	Cambridge U. Press	Tales of Terror	Edgar Allan Poe and others	Cambridge Experience Readers (formerly "Discovery Readers")	3 Lower-intermediate	1,300 	Intermediate (H)	B1	3.6-3.8	12,426 		A		Y	6		Horror	teen	9788483235324	9780521148931				Yes			Y	
CDR4	Cambridge U. Press	Bullring Kid and Country Cowboy	Louise Clover	Cambridge Experience Readers (formerly "Discovery Readers")	4 Intermediate	1,900 	Upper Int. (M)	B1	4.5-5.0	17,995 		A		Y	7			teen	9788483234952	9780521148917				Yes			Y	
CDR4	Cambridge U. Press	Robinson Crusoe	Daniel Defoe	Cambridge Experience Readers (formerly "Discovery Readers")	4 Intermediate	1,900 	Upper Int. (M)	B1	4.5-5.0	18,563 		A		Y	7		Adventure	teen	9788483235539	9780521148900				Yes			Y	
CDR4	Cambridge U. Press	Tasty Tales	Frank Brennan	Cambridge Experience Readers (formerly "Discovery Readers")	4 Intermediate	1,900 	Upper Int. (M)	B1	4.5-5.0	16,940 		A		Y	7		Short Stories	teen	9788483235423	9780521148894				Yes			Y	
CDR4	Cambridge U. Press	Two Worlds	Helen Everett-Camplin	Cambridge Experience Readers (formerly "Discovery Readers")	4 Intermediate	1,900 	Upper Int. (M)	B1	4.5-5.0	18,423 		E		Y	7		Human Interest	teen	9788483235669	9780521148887				Yes			Y	LLLA Finalist 2011
CDR5	Cambridge U. Press	Mayor of Casterbridge, The	Thomas Hardy	Cambridge Experience Readers (formerly "Discovery Readers")	5 Upper-intermediate	2,800 	Advanced (E)	B2	5.5-6.0	22,357 		A		Y	8		Drama	teen	9788483235607	9780521148870				Yes			Y	
CDR5	Cambridge U. Press	Sherlock	Richard MacAndrew	Cambridge Experience Readers (formerly "Discovery Readers")	5 Upper-intermediate	2,800 	Advanced (E)	B2	5.5-6.0					Y			Drama	teen	9781107621862					Yes			Y	
CDR6	Cambridge U. Press	Freddie's War	Jane Rollason	Cambridge Experience Readers (formerly "Discovery Readers")	6 Advanced	3,800 	Advanced (H)	C1	6.0-6.5	27,243 		A		Y	9		Historical Fiction	teen	9788483239094	9788483236628				Yes			Y	
CSB1	Cambridge U. Press	Afloat in a Boat 	Brown & Ruttle	Cambridge Storybooks	Level 1			A1	0.2	38 		A		N		F		children	9780521006972					Yes			Y	Level 1 Audio Cassette: 9780521549042, Level 1 CD: 9780521549059
CSB1	Cambridge U. Press	Blowing Bubbles 	Juliet Partridge	Cambridge Storybooks	Level 1			A1	0.2	29 		A		N		F		children	9780521006699					Yes			Y	
CSB1	Cambridge U. Press	Dirty Dog 	Bill Graham	Cambridge Storybooks	Level 1			A1	0.2	38 		A		N		F		children	9780521006583					Yes			Y	
CSB1	Cambridge U. Press	Fishy Numbers 	Rosemary Davidson	Cambridge Storybooks	Level 1			A1	0.2	45 		A		N		F		children	9780521006675					Yes			Y	
CSB1	Cambridge U. Press	Five Green Monsters 	Juliet Partridge	Cambridge Storybooks	Level 1			A1	0.2	47 		A		N		F		children	9780521006743					Yes			Y	
CSB1	Cambridge U. Press	Four Scary Monsters	Juliet Partridge	Cambridge Storybooks	Level 1			A1	0.2	47 		A		N		F		children	9780521006781					Yes			Y	
CSB1	Cambridge U. Press	Hickory, Dickory, Dock 	Brown & Ruttle	Cambridge Storybooks	Level 1			A1	0.2	40 		A		N		F		children	9780521007078					Yes			Y	
CSB1	Cambridge U. Press	Incy Wincy Spider 	Brown & Ruttle	Cambridge Storybooks	Level 1			A1	0.2	33 		A		N		F		children	9780521007023					Yes			Y	
CSB1	Cambridge U. Press	Looking for Dragons	Brown & Ruttle	Cambridge Storybooks	Level 1			A1	0.2	31 		A		N		F		children	9780521007054					Yes			Y	
CSB1	Cambridge U. Press	My Dog's Party 	Bill Graham	Cambridge Storybooks	Level 1			A1	0.2	36 		A		N		F		children	9780521006545					Yes			Y	
CSB1	Cambridge U. Press	My Pet 	Bill Graham	Cambridge Storybooks	Level 1			A1	0.2	40 		A		N		F		children	9780521006507					Yes			Y	
CSB1	Cambridge U. Press	One Teddy Bear All Alone 	Rosemary Davidson	Cambridge Storybooks	Level 1			A1	0.2	41 		A		N		F		children	9780521006620					Yes			Y	
CSB1	Cambridge U. Press	Picnic, The	Juliet Partridge	Cambridge Storybooks	Level 1			A1	0.2	36 		A		N		F		children	9780521006866					Yes			Y	
CSB1	Cambridge U. Press	That's Me! 	Juliet Partridge	Cambridge Storybooks	Level 1			A1	0.2	33 		A		N		F		children	9780521006828					Yes			Y	
CSB1	Cambridge U. Press	Three Spotty Monsters 	Juliet Partridge	Cambridge Storybooks	Level 1			A1	0.2	48 		A		N		F		children	9780521006897					Yes			Y	
CSB1	Cambridge U. Press	Walking in the Jungle	Brown & Ruttle	Cambridge Storybooks	Level 1			A1	0.2	49 		A		N		F		children	9780521006934					Yes			Y	
CSB1	Cambridge U. Press	What's in the Box? 	Bill Graham	Cambridge Storybooks	Level 1			A1	0.2	25 		A		N		F		children	9780521006439					Yes			Y	
CSB1	Cambridge U. Press	Where's Woolly? 	Bill Graham	Cambridge Storybooks	Level 1			A1	0.2	34 		A		N		F		children	9780521006477					Yes			Y	
CSB2	Cambridge U. Press	Bad Boy, Billy! 	Gerald Rose	Cambridge Storybooks	Level 2			A1	0.4	110 		A		N		F		children	9780521752091					Yes			Y	Level 2 Audio Cassette: 9780521549073, Level 2 Audio CD: 9780521549080
CSB2	Cambridge U. Press	Billy's Box 	John Prater	Cambridge Storybooks	Level 2			A1	0.4	189 		A		N		F		children	9780521752534					Yes			Y	
CSB2	Cambridge U. Press	Dan's Box 	John Prater	Cambridge Storybooks	Level 2			A1	0.4	175 		A		N		F		children	9780521007139					Yes			Y	
CSB2	Cambridge U. Press	Everyone is Reading 	Juliet Partridge	Cambridge Storybooks	Level 2			A1	0.4	105 		A		N		F		children	9780521752053					Yes			Y	
CSB2	Cambridge U. Press	Here Comes Everyone 	Tony Bradman	Cambridge Storybooks	Level 2			A1	0.4	162 		A		N		F		children	9780521752138					Yes			Y	
CSB2	Cambridge U. Press	Lucy's Box	John Prater	Cambridge Storybooks	Level 2			A1	0.4	245 		A		N		F		children	9780521007108					Yes			Y	
CSB2	Cambridge U. Press	Not Yet, Nathan!	Sue Perry & Jane Rose 	Cambridge Storybooks	Level 2			A1	0.4	77 		A		N		F		children	9780521752619					Yes			Y	
CSB2	Cambridge U. Press	Please, Miss Miller!	Tony Bradman 	Cambridge Storybooks	Level 2			A1	0.4	89 		A		N		F		children	9780521007191					Yes			Y	
CSB2	Cambridge U. Press	Rhyming Riddles 	Marjorie Craggs	Cambridge Storybooks	Level 2			A1	0.4	99 		A		N		F		children	9780521752633					Yes			Y	
CSB2	Cambridge U. Press	Clever Tortoise, The	Gerald Rose	Cambridge Storybooks	Level 2			A1	0.4	132 		A		N		F		children	9780521752190					Yes			Y	
CSB2	Cambridge U. Press	Gingerbread Man, The	Gerald Rose	Cambridge Storybooks	Level 2			A1	0.5	117 		A		N		F		children	9780521752176					Yes			Y	
CSB2	Cambridge U. Press	Lion and the Mouse, The	Gerald Rose	Cambridge Storybooks	Level 2			A1	0.4	174 		A		N		F		children	9780521007245					Yes			Y	
CSB2	Cambridge U. Press	Moonlit Owl, The	Richard Brown	Cambridge Storybooks	Level 2			A1	0.4	91 		A		N		F		children	9780521752572					Yes			Y	
CSB2	Cambridge U. Press	Raven and the Fox, The	Gerald Rose	Cambridge Storybooks	Level 2			A1	0.4	141 		A		N		F		children	9780521007214					Yes			Y	
CSB2	Cambridge U. Press	Tortoise and the Hare, The	Gerald Rose	Cambridge Storybooks	Level 2			A1	0.4	79 		A		N		F		children	9780521752077					Yes			Y	
CSB2	Cambridge U. Press	This is the Register 	Tony Bradman	Cambridge Storybooks	Level 2			A1	0.4	134 		A		N		F		children	9780521752114					Yes			Y	
CSB2	Cambridge U. Press	Wayne's Box	John Prater	Cambridge Storybooks	Level 2			A1	0.4	120 		A		N		F		children	9780521752510					Yes			Y	
CSB2	Cambridge U. Press	What's the Time?	Tony Bradman	Cambridge Storybooks	Level 2			A1	0.4	76 		A		N		F		children	9780521007160					Yes			Y	
CSB3	Cambridge U. Press	Animal Wrestlers, The 	Joanna Troughton	Cambridge Storybooks	Level 3			A1	0.5-0.6	270 		A		N		F		children	9780521752459					Yes			Y	Level 3 Audio Cassettes (2): 9780521549103, Level 3 Audio CDs (2): 9780521549110
CSB3	Cambridge U. Press	Apples! 	June Crebbin	Cambridge Storybooks	Level 3			A1	0.5-0.6	475 		A		N		F		children	9780521752398					Yes			Y	
CSB3	Cambridge U. Press	Ben's Amazing Birthday 	Richard Brown	Cambridge Storybooks	Level 3			A1	0.5-0.6	246 		A		N		F		children	9780521752596					Yes			Y	
CSB3	Cambridge U. Press	Chinese New Yea, The	Joanna Troughton	Cambridge Storybooks	Level 3			A1	0.5-0.6	287 		A		N		F		children	9780521752411					Yes			Y	
CSB3	Cambridge U. Press	Dad Goes Fishing	Gerald Rose	Cambridge Storybooks	Level 3			A1	0.5-0.6	287 		A		N		F		children	9780521752213					Yes			Y	
CSB3	Cambridge U. Press	Dancing to the River 	Grace Hallworth	Cambridge Storybooks	Level 3			A1	0.5-0.6	359 		A		N		F		children	9780521752473					Yes			Y	
CSB3	Cambridge U. Press	Flying Football, The	June Crebbin	Cambridge Storybooks	Level 3			A1	0.5-0.6	312 		A		N		F		children	9780521752336					Yes			Y	
CSB3	Cambridge U. Press	Lion and the Mouse, The 	Gerald Rose	Cambridge Storybooks	Level 3			A1	0.5-0.6	152 		A		N		F		children	9780521752312					Yes			Y	
CSB3	Cambridge U. Press	Little Red Hen, The 	Gerald Rose	Cambridge Storybooks	Level 3			A1	0.5-0.6	409 		A		N		F		children	9780521752237					Yes			Y	
CSB3	Cambridge U. Press	Nibbles 	June Crebbin	Cambridge Storybooks	Level 3			A1	0.5-0.6	387 		A		N		F		children	9780521752374					Yes			Y	
CSB3	Cambridge U. Press	Nishal's Box 	John Prater	Cambridge Storybooks	Level 3			A1	0.5-0.6	358 		A		N		F		children	9780521752558					Yes			Y	
CSB3	Cambridge U. Press	Please Sit Still	June Crebbin	Cambridge Storybooks	Level 3			A1	0.5-0.6	310 		A		N		F		children	9780521752350					Yes			Y	
CSB3	Cambridge U. Press	Sam's Café	Gerald Rose	Cambridge Storybooks	Level 3			A1	0.5-0.6	303 		A		N		F		children	9780521752251					Yes			Y	
CSB3	Cambridge U. Press	Sleep Tight 	Grace Hallworth	Cambridge Storybooks	Level 3			A1	0.5-0.6	129 		A		N		F		children	9780521752497					Yes			Y	
CSB3	Cambridge U. Press	Story of Running Water, The 	Joanna Troughton	Cambridge Storybooks	Level 3			A1	0.5-0.6	315 		A		N		F		children	9780521752435					Yes			Y	
CSB3	Cambridge U. Press	We're Going on a Picnic	Gerald Rose	Cambridge Storybooks	Level 3			A1	0.5-0.6	308 		A		N		F		children	9780521752275					Yes			Y	
CSB3	Cambridge U. Press	Well Done, Sam!	Tony Bradman	Cambridge Storybooks	Level 3			A1	0.5-0.6	261 		A		N		F		children	9780521752152					Yes			Y	
CSB3	Cambridge U. Press	Who's Stealing the Fish?	Gerald Rose	Cambridge Storybooks	Level 3			A1	0.5-0.6	361 		A		N		F		children	9780521752299					Yes			Y	LLLA Finalist 2005
CSB4	Cambridge U. Press	Amazing Mr Mulch, The	Rosemary Hayes	Cambridge Storybooks	Level 4			A1	0.7-1.0	614 		A		N		F		children	9780521674799					Yes			Y	Level 4 Audio CDs (2): 9780521674898, Level 4 Audio Cassettes (2): 9780521674904
CSB4	Cambridge U. Press	Big Shrink, The 	Rosemary Hayes	Cambridge Storybooks	Level 4			A1	0.7-1.0	450 		A		N		F		children	9780521674768					Yes			Y	
CSB4	Cambridge U. Press	Cape of Rushes, The 	Antonia Barber	Cambridge Storybooks	Level 4			A1	0.7-1.0	569 		A		N		F		children	9780521674867					Yes			Y	
CSB4	Cambridge U. Press	Cat for Tom, A	June Crebbin	Cambridge Storybooks	Level 4			A1	0.7-1.0	568 		A		N		F		children	9780521674713					Yes			Y	
CSB4	Cambridge U. Press	Coyote Girl 	Rosalind Kerven	Cambridge Storybooks	Level 4			A1	0.7-1.0	505 		A		N		F		children	9780521674850					Yes			Y	
CSB4	Cambridge U. Press	Dog Show, The 	June Crebbin	Cambridge Storybooks	Level 4			A1	0.7-1.0	639 		A		N		F		children	9780521674744					Yes			Y	
CSB4	Cambridge U. Press	Lord Mount Dragon, The 	Keith Ruttle	Cambridge Storybooks	Level 4			A1	0.7-1.0	524 		A		N		F		children	9780521674874					Yes			Y	
CSB4	Cambridge U. Press	Magic Sword, The	Rosemary Hayes	Cambridge Storybooks	Level 4			A1	0.7-1.0	525 		A		N		F		children	9780521674751					Yes			Y	
CSB4	Cambridge U. Press	Peace Ring, The 	Rosemary Hayes	Cambridge Storybooks	Level 4			A1	0.7-1.0	606 		A		N		F		children	9780521674782					Yes			Y	
CSB4	Cambridge U. Press	Pyjama Party, The 	June Crebbin	Cambridge Storybooks	Level 4			A1	0.7-1.0	548 		A		N		F		children	9780521674706					Yes			Y	
CSB4	Cambridge U. Press	Slippery Planet, The	Rosemary Hayes	Cambridge Storybooks	Level 4			A1	0.7-1.0	522 		A		N		F		children	9780521674775					Yes			Y	LLLA Finalist 2006
CSB4	Cambridge U. Press	Snow in the Kitchen 	Richard Brown	Cambridge Storybooks	Level 4			A1	0.7-1.0	462 		A		N		F		children	9780521674805					Yes			Y	
CSB4	Cambridge U. Press	Special Cake, The	June Crebbin	Cambridge Storybooks	Level 4			A1	0.7-1.0	474 		A		N		F		children	9780521674720					Yes			Y	LLLA Finalist 2006
CSB4	Cambridge U. Press	Watch by the Se, Thea 	Richard Brown	Cambridge Storybooks	Level 4			A1	0.7-1.0	361 		A		N		F		children	9780521674812					Yes			Y	
CSB4	Cambridge U. Press	Weather Drum, The	Rosalind Kerven	Cambridge Storybooks	Level 4			A1	0.7-1.0	450 		A		N		F		children	9780521674843					Yes			Y	
CSB4	Cambridge U. Press	Welsh Lamb, A	Richard Brown	Cambridge Storybooks	Level 4			A1	0.7-1.0	543 		A		N		F		children	9780521674829					Yes			Y	
CYRF3	Cambridge U. Press	Why Does Water Freeze? 	Peter Rees	Cambridge Young Readers: Factbooks: Why is it so?	Level 3									N		NF		children	9780521137126					Yes				
CYRF3	Cambridge U. Press	Why Do Raindrops Fall? 	Peter Rees	Cambridge Young Readers: Factbooks: Why is it so?	Level 3									N		NF		children	9780521137140					Yes				
CYRF3	Cambridge U. Press	Why Do Leaves Change Colour? 	Rachel Griffiths	Cambridge Young Readers: Factbooks: Why is it so?	Level 3									N		NF		children	9780521137157					Yes				
CYRF3	Cambridge U. Press	Why Do Bridges Arch? 	Rachel Griffiths	Cambridge Young Readers: Factbooks: Why is it so?	Level 3									N		NF		children	9780521137171					Yes				
CYRF3	Cambridge U. Press	Why Do Crocodiles Snap? 	Peter Rees	Cambridge Young Readers: Factbooks: Why is it so?	Level 3									N		NF		children	9780521137188					Yes				
CYRF4	Cambridge U. Press	Why Do Swings Swing? 	Peter Rees	Cambridge Young Readers: Factbooks: Why is it so?	Level 4									N		NF		children	9780521137201					Yes				
CYRF4	Cambridge U. Press	Why Do Magnets Attract? 	Michael McMahon	Cambridge Young Readers: Factbooks: Why is it so?	Level 4									N		NF		children	9780521137218					Yes				
CYRF4	Cambridge U. Press	Why Do the Stars Shine? 	Michael McMahon	Cambridge Young Readers: Factbooks: Why is it so?	Level 4									N		NF		children	9780521137232					Yes				
CYRF4	Cambridge U. Press	Why Do Spiders Live in Webs? 	Nicolas Brasch	Cambridge Young Readers: Factbooks: Why is it so?	Level 4									N		NF		children	9780521137256					Yes				
CYRF4	Cambridge U. Press	Why Do Volcanoes Erupt? 	Nicolas Brasch	Cambridge Young Readers: Factbooks: Why is it so?	Level 4									N		NF		children	9780521138383					Yes				
CYRF5	Cambridge U. Press	Why Do Shadows Change? 	Nicolas Brasch	Cambridge Young Readers: Factbooks: Why is it so?	Level 5									N		NF		children	9780521137317					Yes				
CYRF5	Cambridge U. Press	Why Is It So Loud? 	Nicolas Brasch	Cambridge Young Readers: Factbooks: Why is it so?	Level 5									N		NF		children	9780521137331					Yes				
CYRF5	Cambridge U. Press	Why Does Thunder Clap? 	Michael McMahon	Cambridge Young Readers: Factbooks: Why is it so?	Level 5									N		NF		children	9780521137379					Yes				
CYRF5	Cambridge U. Press	Why Do Monkeys Chatter? 	Helen Bethune	Cambridge Young Readers: Factbooks: Why is it so?	Level 5									N		NF		children	9780521137393					Yes				
CYRF5	Cambridge U. Press	Why Do Diamonds Glitter? 	Helen Bethune	Cambridge Young Readers: Factbooks: Why is it so?	Level 5									N		NF		children	9780521137409					Yes				
CYRF6	Cambridge U. Press	Why Does My Heart Pump? 	Helen Bethune	Cambridge Young Readers: Factbooks: Why is it so?	Level 6									N		NF		children	9780521137423					Yes				
CYRF6	Cambridge U. Press	Why Do Glaciers Move? 	Helen Bethune	Cambridge Young Readers: Factbooks: Why is it so?	Level 6									N		NF		children	9780521137430					Yes				
CYRF6	Cambridge U. Press	Why Do Balls Bounce? 	Rob Moore	Cambridge Young Readers: Factbooks: Why is it so?	Level 6									N		NF		children	9780521137447					Yes				
CYRF6	Cambridge U. Press	Why Does It Fly? 	Rob Moore	Cambridge Young Readers: Factbooks: Why is it so?	Level 6									N		NF		children	9780521137478					Yes				
CYRF6	Cambridge U. Press	Why Does Electricity Flow? 	Rob Moore	Cambridge Young Readers: Factbooks: Why is it so?	Level 6									N		NF		children	9780521137485					Yes				
CTR0	Cambridge U. Press	Day on the Farm, A	Luiz H. Rose, Maiza Fatureto, and Tereza Sekiya	Readers for Teens	Beginning					1,000 		E		N	2	F		teen	9780521043106					Yes				Only available in Brazil
CTR0	Cambridge U. Press	Birthday Present, The	Luiz H. Rose, Maiza Fatureto, and Tereza Sekiya	Readers for Teens	Beginning					1,000 		E		N	2	F		teen	9780521048453					Yes				Only available in Brazil
CTR0	Cambridge U. Press	Rock Concert for India, A	Patricia Chapin	Readers for Teens	Beginning					1,065 		A		Y	2	F		teen	9780521736916					Yes				Available anywhere
CTR1	Cambridge U. Press	Free Riders	Luiz H. Rose, Maiza Fatureto, and Tereza Sekiya	Readers for Teens	High Beginning					1,400 		E		N	2	F		teen	9780521048507					Yes				Only available in Brazil
CTR1	Cambridge U. Press	Lost in the Woods	Luiz H. Rose, Maiza Fatureto, and Tereza Sekiya	Readers for Teens	High Beginning					1,400 		E		N	2	F		teen	9780521043151					Yes				Only available in Brazil
CTR1	Cambridge U. Press	Twelve Things to Do at Age 12	Marcia Wuest	Readers for Teens	High Beginning					1,407 		A		Y	3	F		teen	9780521737333					Yes				Available anywhere
CTR2	Cambridge U. Press	Fishermen's Village, The	Luiz H. Rose, Maiza Fatureto, and Tereza Sekiya	Readers for Teens	2 Low Intermediate					1,700 		E		N	3	F		teen	9780521721417					Yes				Only available in Brazil
CTR2	Cambridge U. Press	Strange Noises	Luiz H. Rose, Maiza Fatureto, and Tereza Sekiya	Readers for Teens	2 Low Intermediate					1,700 		E		N	3	F		teen	9780521043304					Yes				Only available in Brazil
CTR2	Cambridge U. Press	Summer at the Zoo	Marcia Wuest	Readers for Teens	2 Low Intermediate					1,687 		A		Y	3	F		teen	9780521737357					Yes				Available anywhere
CTR3	Cambridge U. Press	Let's Do It Together	Luiz H. Rose, Maiza Fatureto, and Tereza Sekiya	Readers for Teens	3 Intermediate					2,000 		E		N	3	F		teen	9780521721424					Yes				Only available in Brazil
CTR3	Cambridge U. Press	Matter of Prejudice, A	Luiz H. Rose, Maiza Fatureto, and Tereza Sekiya	Readers for Teens	3 Intermediate					2,000 		E		N	3	F		teen	9780521043311					Yes				Only available in Brazil
CTR3	Cambridge U. Press	Storm, The	Patricia Chapin	Readers for Teens	3 Intermediate					1,964 		A		Y	3	F		teen	9780521737371					Yes				Available anywhere
