Extensive Reading Foundation Graded Reader List																											
Oxford U. Press					Level Info					Word count / Length				M-Reader		Genre & Audience			Publication Data								Further Information
ERF code	Publisher	Title ERF Language Learner Literature Awards: LLLA Winners in Red, Finalists in Blue	Author(s)	Series	Publisher level	Headwords	ERF level (E) Early (M) Mid (H) High	Common European Framework CEF level	Yomi- yasusa level (YL) Average	Word count  (body only)	Additional material wordcount	Actual or Estimated count?	Book length (Pages)	Quiz  Avaliable? (Y)es, (N)o,  (S)oon	MReader Reading Level [RL]	Fiction (F) Nonfiction (NF)	Genre mystery, adventure, love, horror, etc.	Target age group: children, teen, adult, etc.	ISBN A (book only,  no CD/CD-ROM)	ISBN B (with audio CD) (Dominoes & Classic Tales w/ CD/CD-ROM) 	ISBN C (wtih MP3 CD)	ISBN D (eBook)	ISBN E (?)	Copyright  Year	Year First Published	In print?	Notes on publishing history, awards, special features, etc.
ODRS	Oxford U. Press	Game of Shapes, A	Christine Lindop	Dolphin Readers	Starter Level	175 	Beginner (M)	pre-A1	0.2-0.3	70 		A	18	N				Primary	978-0-19-440080-0					2005		Y	Audio CD available
ODRS	Oxford U. Press	Monkeying Around	Craig Wright	Dolphin Readers	Starter Level	175 	Beginner (M)	pre-A1	0.2-0.3	75 		A	18	N				Primary	978-0-19-440077-0					2005		Y	Audio CD available
ODRS	Oxford U. Press	Moving House	Di Taylor	Dolphin Readers	Starter Level	175 	Beginner (M)	pre-A1	0.2-0.3	56 		A	18	N				Primary	978-0-19-440082-4					2005		Y	Audio CD available
ODRS	Oxford U. Press	My Family		Dolphin Readers	Starter Level	175 	Beginner (M)	pre-A1	0.2-0.3	67 		A	18	N				Primary	978-0-19-440079-4					2005		Y	Audio CD available
ODRS	Oxford U. Press	Silly Squirrel	Craig Wright	Dolphin Readers	Starter Level	175 	Beginner (M)	pre-A1	0.2-0.3	51 		A	18	N				Primary	978-0-19-440076-3					2005		Y	Audio CD available
ODR1	Oxford U. Press	How's the Weather?	Richard Northcott	Dolphin Readers	Level 1	275 	Beginner (H)	A1	0.2-0.3	77 		A	26	N				Primary	978-0-19-440090-9					2005		Y	Audio CD available
ODR1	Oxford U. Press	Jack the Hero	Christine Lindop	Dolphin Readers	Level 1	275 	Beginner (H)	A1	0.3-0.4	94 		A	26	N				Primary	978-0-19-440085-5					2005		Y	Audio CD available
ODR1	Oxford U. Press	Little Helpers	Mary Rose	Dolphin Readers	Level 1	275 	Beginner (H)	A1	0.3-0.4	73 		A	26	N				Primary	978-0-19-440083-1					2005		Y	Audio CD available
ODR1	Oxford U. Press	Lost Kitten	Di Taylor	Dolphin Readers	Level 1	275 	Beginner (H)	A1	0.3-0.4	78 		A	26	N				Primary	978-0-19-440086-2					2005		Y	Audio CD available
ODR1	Oxford U. Press	Meet Molly	Richard Northcott	Dolphin Readers	Level 1	275 	Beginner (H)	A1	0.3-0.4	94 		A	26	N				Primary	978-0-19-440087-9					2005		Y	Audio CD available
ODR1	Oxford U. Press	Number Magic	Rebecca Brooke	Dolphin Readers	Level 1	275 	Beginner (H)	A1	0.3-0.4	92 		A	26	N				Primary	978-0-19-440089-3					2005		Y	Audio CD available
ODR1	Oxford U. Press	On Safari	Di Taylor	Dolphin Readers	Level 1	275 	Beginner (H)	A1	0.3-0.4	79 		A	26	N				Primary	978-0-19-440088-6					2005		Y	Audio CD available
ODR1	Oxford U. Press	Where Is It?	Christine Lindop	Dolphin Readers	Level 1	275 	Beginner (H)	A1	0.3-0.4	98 		A	26	N				Primary	978-0-19-440084-8					2005		Y	Audio CD available
ODR2	Oxford U. Press	Candy for Breakfast	Rebecca Brooke	Dolphin Readers	Level 2	425 	Elementary (M)	A1	0.4-0.5	170 		A	26	N				Primary	978-0-19-440096-1					2005		Y	Audio CD available
ODR2	Oxford U. Press	Circles and Squares	Rebecca Brooke	Dolphin Readers	Level 2	425 	Elementary (M)	A1	0.4-0.5	170 		A	26	N				Primary	978-0-19-440094-7					2005		Y	Audio CD available
ODR2	Oxford U. Press	Double Trouble	Craig Wright	Dolphin Readers	Level 2	425 	Elementary (M)	A1	0.4-0.5	190 		A	26	N				Primary	978-0-19-440091-6					2005		Y	Audio CD available
ODR2	Oxford U. Press	Lost!	Jacqueline Martin	Dolphin Readers	Level 2	425 	Elementary (M)	A1	0.4-0.5	170 		A	26	N				Primary	978-0-19-440093-0					2005		Y	Audio CD available
ODR2	Oxford U. Press	Matt's Mistake		Dolphin Readers	Level 2	425 	Elementary (M)	A1	0.4-0.5	158 		A	26	N				Primary	978-0-19-440097-8					2005		Y	Audio CD available
ODR2	Oxford U. Press	Numbers, Numbers Everywhere		Dolphin Readers	Level 2	425 	Elementary (M)	A1	0.4-0.5	218 		A	26	N				Primary	978-0-19-440098-5					2005		Y	Audio CD available
ODR2	Oxford U. Press	Super Sam	Craig Wright	Dolphin Readers	Level 2	425 	Elementary (M)	A1	0.4-0.5	248 		A	26	N				Primary	978-0-19-440092-3					2005		Y	Audio CD available
ODR2	Oxford U. Press	Visit to the City, A	Mary Rose	Dolphin Readers	Level 2	425 	Elementary (M)	A1	0.4-0.5	218 		A	26	N				Primary	978-0-19-440095-4					2005		Y	Audio CD available
ODR3	Oxford U. Press	Just Like Mine		Dolphin Readers	Level 3	525 	Elementary (M)	A1	0.5-0.6	268 		A	26	N				Primary	978-0-19-440103-6					2005		Y	Audio CD available
ODR3	Oxford U. Press	Let's Go to the Rainforest	Fiona Kenshole	Dolphin Readers	Level 3	525 	Elementary (M)	A1	0.5-0.6	317 		A	26	N				Primary	978-0-19-440106-7					2005		Y	Audio CD available
ODR3	Oxford U. Press	New Girl in School	Christine Lindop	Dolphin Readers	Level 3	525 	Elementary (M)	A1	0.5-0.6	317 		A	26	N				Primary	978-0-19-440101-2					2005		Y	Audio CD available
ODR3	Oxford U. Press	Students in Space	Craig Wright	Dolphin Readers	Level 3	525 	Elementary (M)	A1	0.5-0.6	283 		A	26	N				Primary	978-0-19-440099-2					2005		Y	Audio CD available
ODR3	Oxford U. Press	Things That Fly	Richard Northcott	Dolphin Readers	Level 3	525 	Elementary (M)	A1	0.5-0.6	403 		A	26	N				Primary	978-0-19-440105-0					2005		Y	Audio CD available
ODR3	Oxford U. Press	Uncle Jerry's Great Idea	Norma Shapiro	Dolphin Readers	Level 3	525 	Elementary (M)	A1	0.5-0.6	300 		A	26	N				Primary	978-0-19-440102-9					2005		Y	Audio CD available
ODR3	Oxford U. Press	What Did You Do Yesterday?	Jacqueline Martin	Dolphin Readers	Level 3	525 	Elementary (M)	A1	0.5-0.6	249 		A	26	N				Primary	978-0-19-440100-5					2005		Y	Audio CD available
ODR3	Oxford U. Press	Wonderful Wild Animals	Fiona Kenshole	Dolphin Readers	Level 3	525 	Elementary (M)	A1	0.5-0.6	291 		A	26	N				Primary	978-0-19-440104-3					2005		Y	Audio CD available
ODR4	Oxford U. Press	City Girl, Country Boy	Fiona Kenshole	Dolphin Readers	Level 4	625 	Elementary (H)	A2	0.6-0.7	594 		A	34	N				Primary	978-0-19-440112-8					2005		Y	Audio CD available
ODR4	Oxford U. Press	Go, Gorillas, Go	Fiona Kenshole	Dolphin Readers	Level 4	625 	Elementary (H)	A2	0.6-0.7	675 		A	34	N				Primary	978-0-19-440114-2					2005		Y	Audio CD available
ODR4	Oxford U. Press	In the Ocean	Richard Northcott	Dolphin Readers	Level 4	625 	Elementary (H)	A2	0.6-0.7	680 		A	34	N				Primary	978-0-19-440113-5					2005		Y	Audio CD available
ODR4	Oxford U. Press	Tough Task, The	Richard Northcott	Dolphin Readers	Level 4	625 	Elementary (H)	A2	0.6-0.7	502 		A	34	N				Primary	978-0-19-440107-4					2005		Y	Audio CD available
ODR4	Oxford U. Press	Up and Down	Richard Northcott	Dolphin Readers	Level 4	625 	Elementary (H)	A2	0.6-0.7	558 		A	34	N				Primary	978-0-19-440109-8					2005		Y	Audio CD available
ODR4	Oxford U. Press	We Won the Cup	Craig Wright	Dolphin Readers	Level 4	625 	Elementary (H)	A2	0.6-0.7	696 		A	34	N				Primary	978-0-19-440111-1					2005		Y	Audio CD available
ODR4	Oxford U. Press	Where People Live	Richard Northcott	Dolphin Readers	Level 4	625 	Elementary (H)	A2	0.6-0.7	764 		A	34	N				Primary	978-0-19-440110-4					2005		Y	Audio CD available
ODR4	Oxford U. Press	Yesterday, Today, and Tomorrow	Craig Wright	Dolphin Readers	Level 4	625 	Elementary (H)	A2	0.6-0.7	529 		A	34	N				Primary	978-0-19-440108-1					2005		Y	Audio CD available
ODM0Q	Oxford U. Press	Ali Baba and the Forty Thieves	Retold by Janet Hardy-Gould	Dominoes 2nd Edition	Quick Starter	250 	Beginner (H)	A1	0.9	1,099 		A		Y	1 	F	World Literature	upper-primary / lower-secondary	9780194249348	9780194249324	9780194638982				2012	Y	2nd edition, Audio-BrE
ODM0Q	Oxford U. Press	Crying Wolf and Other Tales	Retold by Janet Hardy-Gould	Dominoes 2nd Edition	Quick Starter	250 	Beginner (H)	A1	0.9	916 		A		N	1 	F	Story Collections	upper-primary / lower-secondary	9780194249713	9780194249539	9780194638999				2013	Y	2nd edition, Audio-BrE
ODM0Q	Oxford U. Press	First Flying Man, The	Retold by Elspeth Yavaci	Dominoes 2nd Edition	Quick Starter	250 	Beginner (H)	A1	0.9	1,528 		A		Y	1 	F	True Tales	upper-primary / lower-secondary	9780194249430	9780194249416	9780194639002				2012	Y	2nd edition, Audio-BrE
ODM0Q	Oxford U. Press	Lisa's Song	Lesley Thompson	Dominoes 2nd Edition	Quick Starter	250 	Beginner (H)	A1	0.9	1,426 		A		Y	1 	F	Human Interest	upper-primary / lower-secondary	9780194249522	9780194249508	9780194639019				2012	Y	2nd edition, Audio-BrE
ODM0Q	Oxford U. Press	Little Match Girl, The	Bill Bowler	Dominoes 2nd Edition	Quick Starter	250 	Beginner (H)	A1	0.9	1,032 		A		Y	1 	F	World Literature	upper-primary / lower-secondary	9780194249409	9780194249386	9780194639071				2012	Y	LLLA Finalist 2013; 2nd edition, Audio-BrE
ODM0Q		Merlin	Janet Hardy-Gould	Dominoes 2nd Edition	Quick Starter	250 	Beginner (H)	A1	0.9	1,458 		A			1 	F			9780194249744	9780194249577	9780194639026				2014	Y	LLLA WINNER 2015; Audio-BrE
ODM0Q	Oxford U. Press	Pebbles on the Beach	Alex Raynham	Dominoes 2nd Edition	Quick Starter	250 	Beginner (H)	A1	0.9	1,139 		A		Y	1 	F	Human Interest	upper-primary / lower-secondary	9780194249485	9780194249478	9780194639033				2012	Y	2nd edition, Audio-AmE
ODM0Q	Oxford U. Press	Perseus	Retold by Bill Bower	Dominoes 2nd Edition	Quick Starter	250 	Beginner (H)	A1	0.9	1,144 		A		Y	1 	F	TV & Film Adventure	upper-primary / lower-secondary	9780194249379	9780194249355	9780194639040				2012	Y	2nd edition, Audio-BrE
ODM0Q	Oxford U. Press	Selfish Giant, The	Bill Bowler	Dominoes 2nd Edition	Quick Starter	250 	Beginner (H)	A1	0.9	1,440 		A		Y	1 	F	World Literature	upper-primary / lower-secondary	9780194249317	9780194249294	9780194639057				2012	Y	2nd edition, Audio-BrE
ODM0Q	Oxford U. Press	Skateboarder, The	Christine Lindop	Dominoes 2nd Edition	Quick Starter	250 	Beginner (H)	A1	0.9	1,489 		A		N	1 	F	Human Interest	upper-primary / lower-secondary	9780194249461	9780194249447	9780194639088				2012	Y	2nd edition, Audio-AmE
ODM0Q	Oxford U. Press	Sorcerer's Apprentice, The	Retold by Bill Bower	Dominoes 2nd Edition	Quick Starter	250 	Beginner (H)	A1	0.9	1,145 		A		N	1 	F	Mystery & Horror	upper-primary / lower-secondary	9780194249768	9780194249607	9780194639064				2013	Y	LLLA FINALIST 2014; 2nd edition, Audio-AmE
ODM0Q	Oxford U. Press	Troy	Retold by Bill Bower	Dominoes 2nd Edition	Quick Starter	250 	Beginner (H)	A1	0.9	1,573 		A		N	1 	F	TV & Film Adventure	upper-primary / lower-secondary	9780194249706	9780194249546	9780194639095				2013	Y	2nd edition, Audio-BrE
ODM0Q	Oxford U. Press	Zombie Attack!	Lesley Thompson	Dominoes 2nd Edition	Quick Starter	250 	Beginner (H)	A1	0.9	1,488 		A		Y	1 	F	Mystery & Horror	upper-primary / lower-secondary	9780194249867	9780194249591	9780194639101				2013	Y	2nd edition, Audio-AmE
ODM0	Oxford U. Press	Around the World in 80 Days	Jules Verne	Dominoes 2nd Edition	Starter	250 	Beginner (H)	A1	1.0	1,918 		A		Y	2 	F	TV & Film Adventure	upper-primary / lower-secondary	9780194247016	9780194246651	9780194639118				2010	Y	Audio-BrE
ODM0	Oxford U. Press	Big Story, The	John Escott	Dominoes 2nd Edition	Starter	250 	Beginner (H)	A1	1.0	2,176 		A		Y	2 	F	Mystery & Horror	upper-primary / lower-secondary	9780194247108	9780194246743	9780194639279				2010	Y	Audio-BrE
ODM0	Oxford U. Press	Blackbeard	Retold by John Escott	Dominoes 2nd Edition	Starter	250 	Beginner (H)	A1	1.0	2,210 		A		Y	2 	F	True Tales	upper-primary / lower-secondary	9780194247146	9780194246781	9780194639248				2010	Y	Audio-BrE
ODM0		Bottle Imp, The	Robert Louis Stevernson, Text adaptation by Rachel Bladon	Dominoes 2nd Edition	Starter	250 	Beginner (H)	A1	1.0	3,496 		A			2 	F			9780194245524	9780194245500	9780194639286				2015	Y	Audio-AmE
ODM0	Oxford U. Press	Changing Places	Alan Hines	Dominoes 2nd Edition	Starter	250 	Beginner (H)	A1	1.0	1,590 		A		Y	2 	F	Human Interest	upper-primary / lower-secondary	9780194247085	9780194246729	9780194639125				2010	Y	Audio-AmE
ODM0	Oxford U. Press	Great Fire of London, The	Jeanet Hardy-Gould	Dominoes 2nd Edition	Starter	250 	Beginner (H)	A1	1.0	1,901 		A		Y	2 	F	True Tales	upper-primary / lower-secondary	9780194247054	9780194246699	9780194639132				2010	Y	Audio-BrE
ODM0	Oxford U. Press	Happy Prince, The	Oscar Wilde	Dominoes 2nd Edition	Starter	250 	Beginner (H)	A1	1.1	3,137 		A		Y	2 	F	World Literature	upper-primary / lower-secondary	9780194247122	9780194246767	9780194639293				2010	Y	Audio-BrE
ODM0		Heidi	Johanna Spyri	Dominoes 2nd Edition	Starter	250 	Beginner (H)	A1	1.2	3,716 		A		Y	2 	F	World Literature	upper-primary / lower-secondary	9780194249133	9780194249119	9780194639255				2011	Y	Audio-BrE
ODM0	Oxford U. Press	Hercules	Retold by Janet Hardy-Gould	Dominoes 2nd Edition	Starter	250 	Beginner (H)	A1	1.2	4,308 		A		Y	2 	F	TV & Film Adventure	upper-primary / lower-secondary	9780194247153	9780194246798	9780194639262				2010	Y	Audio-BrE
ODM0	Oxford U. Press	Journey to the Centre of the Earth	Jules Verne	Dominoes 2nd Edition	Starter	250 	Beginner (H)	A1	1.1	2,674 		A		Y	2 	F	TV & Film Adventure	upper-primary / lower-secondary	9780194247184	9780194246828	9780194639149				2010	Y	Audio-BrE
ODM0	Oxford U. Press	Kidnap	John Escott	Dominoes 2nd Edition	Starter	250 	Beginner (H)	A1	1.0	1,933 		A		Y	2 	F	Mystery & Horror	upper-primary / lower-secondary	9780194247115	9780194246750	9780194639156				2010	Y	Audio-AmE
ODM0		Moby-Dick	Herman Melville, Text adaptation by Lesley Thompson	Dominoes 2nd Edition	Starter	250 	Beginner (H)	A1		3,650 		A			2 	F	Classic Tales		9780194249782	9780194249621	9780194639163				2014	Y	Audio-AmE
ODM0	Oxford U. Press	Mulan	Retold by Janet Hardy-Gould	Dominoes 2nd Edition	Starter	250 	Beginner (H)	A1	1.0	1,917 		A		Y	2 	F	True Tales	upper-primary / lower-secondary	9780194247061	9780194246705	9780194639170				2010	Y	Audio-AmE
ODM0	Oxford U. Press	Pretty Face, A	John Escott	Dominoes 2nd Edition	Starter	250 	Beginner (H)	A1	1.2	2,541 		A		Y	2 	F	Human Interest	upper-primary / lower-secondary	9780194247047	9780194246682	9780194639231				2010	Y	Audio-AmE
ODM0	Oxford U. Press	Rip van Winkle 	Washington Irving,  Text adaptation by Alan Hines Washington Irving	Dominoes 2nd Edition	Starter	250 	Beginner (H)	A1	1.0	2,000 		A		Y	2 	F	Story Collections	upper-primary / lower-secondary	9780194247023	9780194246668	9780194639187				2010	Y	Audio-AmE
ODM0	Oxford U. Press	Sheherazade	Bill Bowler	Dominoes 2nd Edition	Starter	250 	Beginner (H)	A1	1.1	3,355 		A		Y	2 	F	World Literature	upper-primary / lower-secondary	9780194247160	9780194246804	9780194639194				2011	Y	Audio-BrE
ODM0	Oxford U. Press	Sinbad 	Retold by Janet Hardy-Gould	Dominoes 2nd Edition	Starter	250 	Beginner (H)	A1	1.0	2,782 		A		Y	2 	F	World Literature	upper-primary / lower-secondary	9780194247092	9780194246736	9780194639217				2010	Y	Audio-BrE
ODM0		Speckled Band, The	Sir Arthur Conan Doyle, Text adaptation by Lesley Thompson	Dominoes 2nd Edition	Starter	250 	Beginner (H)	A1		3,371 		A			2 	F			9780194609050	9780194608992	9780194639200				2015	Y	LLLA WINNER 2016; Audio-BrE
ODM0	Oxford U. Press	Tempest, The	William Shakespeare	Dominoes 2nd Edition	Starter	250 	Beginner (H)	A1	1.0	2,359 		A		Y	2 	F	World Literature	upper-primary / lower-secondary	9780194247078	9780194246712	9780194639316				2010	Y	Audio-BrE
ODM0	Oxford U. Press	Tristan and Isolde	Retold by Bill Bowler	Dominoes 2nd Edition	Starter	250 	Beginner (H)	A1	1.0	2,163 		A		Y	2 	F	Human Interest	upper-primary / lower-secondary	9780194247139	9780194246774	9780194639309				2010	Y	Audio-BrE
ODM0	Oxford U. Press	William Tell and Other Stories	John Escott	Dominoes 2nd Edition	Starter	250 	Beginner (H)	A1	1.0	2,217 		A		Y	2 	F	Story Collections	upper-primary / lower-secondary	9780194247030	9780194246675	9780194639224				2010	Y	Audio-BrE
ODM1	Oxford U. Press	Curse of the Mummy	Joyce Hannam	Dominoes 2nd Edition	1	400 	Elementary (E)	A1/A2	1.8-2.0	6,339 		A		Y	4 	F	Mystery & Horror	upper-primary / lower-secondary	9780194247603	9780194247245	9780194639323				2010	Y	Audio-BrE
ODM1	Oxford U. Press	Deep Trouble	Lesley Thompson	Dominoes 2nd Edition	1	400 	Elementary (E)	A1/A2	1.8-2.0	5,236 		A		Y	4 	F	Human Interest	upper-primary / lower-secondary	9780194247610	9780194247252	9780194639354				2010	Y	Audio-AmE
ODM1	Oxford U. Press	Five Canterbury Tales	Geoffrey Chaucer	Dominoes 2nd Edition	1	400 	Elementary (E)	A1/A2	1.8-2.0	5,203 		A		Y	4 	F	Story Collections	upper-primary / lower-secondary	9780194247580	9780194247221	9780194639361				2010	Y	Audio-BrE
ODM1		Football Forever	Andrea Sart	Dominoes 2nd Edition	1	400 	Elementary (E)	A1/A2		5,389 		A			4 	F			9780194609135		9780194622394				2016	Y	Audio-AmE
ODM1	Oxford U. Press	Frankenstein	Mary Shelley	Dominoes 2nd Edition	1	400 	Elementary (E)	A1/A2	2.2-2.4	5,915 		A		N	4 	F	Mystery & Horror	upper-primary / lower-secondary	9780194249775	9780194249614	9780194639378				2013	Y	Audio-BrE
ODM1		From the Earth to the Moon	Jules Verne, Text adaptation by Janet Hardy-Gould	Dominoes 2nd Edition	1	400 	Elementary (E)	A1/A2		5,894 		A				F	Science Fiction		9780194245579	9780194245548	9780194639385				2015	Y	Audio-BrE
ODM1	Oxford U. Press	From the Heart	Alan C. McLean	Dominoes 2nd Edition	1	400 	Elementary (E)	A1/A2	1.8-2.0	5,202 		A		Y	4 	F	Human Interest	upper-primary / lower-secondary	9780194247634	9780194247276	9780194639392				2010	Y	Audio-BrE
ODM1	Oxford U. Press	Housemates	Alison Watts	Dominoes 2nd Edition	1	400 	Elementary (E)	A1/A2	1.8-2.0	5,381 		A		Y	4 	F	Human Interest	upper-primary / lower-secondary	9780194247641	9780194247283	9780194639408				2010	Y	Audio-AusE
ODM1	Oxford U. Press	Jake's Parrot	Paul Hearn and Yetis Ozkan	Dominoes 2nd Edition	1	400 	Elementary (E)	A1/A2	1.8-2.0	5,229 		A		Y	4 	F	Mystery & Horror	upper-primary / lower-secondary	9780194247733	9780194247375	9780194639415				2011	Y	Audio-BrE
ODM1		Journey to the West	Retold by Janet Hardy-Gould	Dominoes 2nd Edition	1	400 	Elementary (E)	A1/A2		6,254 		A			4 	F			9780194249799	9780194249638	9780194639422				2014	Y	Audio-BrE
ODM1	Oxford U. Press	Macbeth	William Shakespeare	Dominoes 2nd Edition	1	400 	Elementary (E)	A1/A2	1.8-2.0	5,581 		A		Y	4 	F	World Literature	upper-primary / lower-secondary	9780194247566 9780194609159 (new artwork)	9780194247207	9780194639330				2010	Y	Audio-BrE
ODM1	Oxford U. Press	Mystery in Muscat	Julie Till	Dominoes 2nd Edition	1	400 	Elementary (E)	A1/A2	1.8-2.0	5,671 		A		Y	4 	F	Mystery & Horror	upper-primary / lower-secondary	9780194249164	9780194249140	9780194639439				2011	Y	Audio-BrE
ODM1	Oxford U. Press	Polyanna	Eleanor H. Porter	Dominoes 2nd Edition	1	400 	Elementary (E)	A1/A2	1.8-2.0	5,973 		A		Y	4 	F	World Literature	upper-primary / lower-secondary	9780194247665	9780194247306	9780194639453				2010	Y	Audio-AmE
ODM1	Oxford U. Press	Real McCoy and Other Ghost Stories	Lesley Thompson	Dominoes 2nd Edition	1	400 	Elementary (E)	A1/A2	1.8-2.0	5,803 		A		Y	4 	F	Story Collections	upper-primary / lower-secondary	9780194247672	9780194247313	9780194639514				2010	Y	Audio-BrE
ODM1	Oxford U. Press	Sherlock Holmes: The Blue Diamond	Sir Arthur Conan Doyle	Dominoes 2nd Edition	1	400 	Elementary (E)	A1/A2	1.8-2.0	5,389 		A		Y	4 	F	Mystery & Horror	upper-primary / lower-secondary	9780194247597	9780194247238	9780194639477				2010	Y	Audio-BrE
ODM1	Oxford U. Press	Sherlock Holmes: The Emerald Crown	Sir Arthur Conan Doyle	Dominoes 2nd Edition	1	400 	Elementary (E)	A1/A2	1.8-2.0	6,064 		A		Y	4 	F	Mystery & Horror	upper-primary / lower-secondary	9780194247627	9780194247269	9780194639484				2010	Y	Audio-BrE
ODM1		Sherlock Holmes: The Top-Secret Plans	Sir Arthur Conan Doyle, Text adaptation by Jeremy Page	Dominoes 2nd Edition	1	400 	Elementary (E)	A1/A2	1.8-2.0	5,670 		A			4 	F	Mystery & Horror		9780194249812	9780194249652	9780194639460				2014	Y	Audio-BrE
ODM1	Oxford U. Press	Studio Five	Anthony Manning	Dominoes 2nd Edition	1	400 	Elementary (E)	A1/A2	1.8-2.0	6,173 		A		Y	4 	F	Human Interest	upper-primary / lower-secondary	9780194247658	9780194247290	9780194639491				2010	Y	Audio-BrE
ODM1		Swiss Family Robinson	Johann David Wyss, Text adaptation by Alex Raynham	Dominoes 2nd Edition	1	400 	Elementary (E)	A1/A2	1.8-2.0	2,847 		A			4 	F	World Literature		9780194249805	9780194249645	9780194639507				2013	Y	Audio-BrE
ODM1	Oxford U. Press	Teacher's Secret and Other Folk Tales, The	Joyce Hannam	Dominoes 2nd Edition	1	400 	Elementary (E)	A1/A2	1.8-2.0	4,568 		A		Y	4 	F	Story Collections	upper-primary / lower-secondary	9780194247689	9780194247320	9780194652957				2010	Y	Audio-BrE
ODM1	Oxford U. Press	Travels of Ibn Battuta, The	Janet Hardy-Gould	Dominoes 2nd Edition	1	400 	Elementary (E)	A1/A2	1.8-2.0	6,015		A		Y	4 	F	True Tales	upper-primary / lower-secondary	9780194247726	9780194247368	9780194639538				2010	Y	Audio-BrE
ODM1	Oxford U. Press	True Heroes of Sport	Donatella Fitzgerald	Dominoes 2nd Edition	1	400 	Elementary (E)	A1/A2	1.8-2.0	5,611 		A		Y	4 	F	True Tales	upper-primary / lower-secondary	9780194247702	9780194247344					2010	N	Audio-AmE
ODM1	Oxford U. Press	Twenty Thousand Leagues Under the Sea	Jules Verne	Dominoes 2nd Edition	1	400 	Elementary (E)	A1/A2	2.0-2.2	6,100 		A		Y	4 	F	TV & Film Adventure	upper-primary / lower-secondary	9780194247719	9780194247351	9780194639347				2010	Y	LLLA FINALIST 2016; Audio-BrE
ODM1	Oxford U. Press	Wild West, The	John Escott	Dominoes 2nd Edition	1	400 	Elementary (E)	A1/A2	1.8-2.0	4,338 		A		Y	4 	F	True Tales	upper-primary / lower-secondary	9780194247696	9780194247337	9780194639521				2010	Y	Audio-AmE
ODM1	Oxford U. Press	Wrong Trousers, The	Aardman	Dominoes 2nd Edition	1	400 	Elementary (E)	A1/A2	1.8-2.0	4,445 		A		Y	4 	F	TV & Film Adventure	upper-primary / lower-secondary	9780194247573	9780194247214					2010	Y	Audio-BrE
ODM2	Oxford U. Press	Ariadne's Story	Joyce Hannam	Dominoes 2nd Edition	2	700 	Elementary (H)	A2/B1	2.6-2.8	9,104 		A		Y	5 	F	Human Interest	upper-primary / lower-secondary	9780194248884	9780194248402	9780194639552				2010	Y	Audio-BrE
ODM2	Oxford U. Press	Bird of Happiness and Other Wise Tales, The	Tim Herdon	Dominoes 2nd Edition	2	700 	Elementary (H)	A2/B1	2.6-2.8	8,731 		A		Y	5 	F	Story Collections	upper-primary / lower-secondary	9780194249195	9780194247171	9780194639576				2010	Y	Audio-AmE
ODM2	Oxford U. Press	Close Shave	Aardman,  Text adaptation by Bill Bowler	Dominoes 2nd Edition	2	700 	Elementary (H)	A2/B1	2.6-2.8	8,230 		A		Y	5 	F	TV & Film Adventure	upper-primary / lower-secondary	9780194248815	9780194248334					2010	Y	Audio-BrE
ODM2		Conan the Barbarian: The Jewels of Gwahlur:	Robert E. Howard, Text adaptation by Bill Bowler	Dominoes 2nd Edition	2	700 	Elementary (H)	A2/B1	2.6-2.8	9,238 		A			5 	F			9780194245661	9780194245623	9780194639583				2015	Y	Audio-AmE
ODM2	Oxford U. Press	Curse of Capistrano, The	Johnston McCulley	Dominoes 2nd Edition	2	700 	Elementary (H)	A2/B1	2.6-2.8	9,065 		A		Y	5 	F	TV & Film Adventure	upper-primary / lower-secondary	9780194249249	9780194249232	9780194639590				2011	Y	Audio-AmE
ODM2	Oxford U. Press	Drive to Dubai	Julie Till	Dominoes 2nd Edition	2	700 	Elementary (H)	A2/B1	2.6-2.8	10,819 		A		Y	5 	F	Human Interest	upper-primary / lower-secondary	9780194248921	9780194248440	9780194639651				2010	Y	Audio-BrE
ODM2	Oxford U. Press	Eight Great American Tales	O. Henry	Dominoes 2nd Edition	2	700 	Elementary (H)	A2/B1	2.6-2.8	7,584 		A		Y	5 	F	Story Collections	upper-primary / lower-secondary	9780194248907	9780194248426	9780194639545				2010	Y	Audio-AmE
ODM2	Oxford U. Press	Emma	Jane Austen	Dominoes 2nd Edition	2	700 	Elementary (H)	A2/B1	2.6-2.8	9,016 		A		Y	5 	F	World Literature	upper-primary / lower-secondary	9780194248846	9780194248365	9780194639606				2010	Y	Audio-BrE
ODM2	Oxford U. Press	Green Planet	Christine Lindop	Dominoes 2nd Edition	2	700 	Elementary (H)	A2/B1	2.6-2.8	9,230 		A		Y	5 	F	True Tales	upper-primary / lower-secondary	9780194248914	9780194248433	9780194639613				2010	Y	Audio-BrE
ODM2		Jemma's Jungle Adventure	Anne Collins	Dominoes 2nd Edition	2	700 	Elementary (H)	A2/B1	2.6-2.8	8,699 		A			5 	F			9780194245654	9780194245616	9780194639620				2015	Y	Audio-BrE
ODM2	Oxford U. Press	Lord Arthur Savile's Crime	Oscar Wilde	Dominoes 2nd Edition	2	700 	Elementary (H)	A2/B1	2.6-2.8	9,426 		A		Y	5 	F	Story Collections	upper-primary / lower-secondary	9780194248853	9780194248372	9780194639569				2010	Y	Audio-BrE
