Extensive Reading Foundation Graded Reader List																											
Oxford U. Press					Level Info					Word count / Length				M-Reader		Genre & Audience			Publication Data								Further Information
ERF code	Publisher	Title ERF Language Learner Literature Awards: LLLA Winners in Red, Finalists in Blue	Author(s)	Series	Publisher level	Headwords	ERF level (E) Early (M) Mid (H) High	Common European Framework CEF level	Yomi- yasusa level (YL) Average	Word count  (body only)	Additional material wordcount	Actual or Estimated count?	Book length (Pages)	Quiz  Avaliable? (Y)es, (N)o,  (S)oon	MReader Reading Level [RL]	Fiction (F) Nonfiction (NF)	Genre mystery, adventure, love, horror, etc.	Target age group: children, teen, adult, etc.	ISBN A (book only,  no CD/CD-ROM)	ISBN B (with audio CD) (Dominoes & Classic Tales w/ CD/CD-ROM) 	ISBN C (wtih MP3 CD)	ISBN D (eBook)	ISBN E (?)	Copyright  Year	Year First Published	In print?	Notes on publishing history, awards, special features, etc.
OBW3F	Oxford U. Press	Formula One	Alex Raynham	Oxford Bookworms Library	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	10,645 		A		N	6 	NF	Factfiles	teen & adult	978 0 19 423647 8	978 0 19 423775 8	9780194637916			2011		Y	Audio-BrE
OBW3	Oxford U. Press	Frankenstein	Mary Shelley, Retold by Patrick Nobes	Oxford Bookworms Library	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	9,685 		A		Y	6 	F	Fantasy and Horror	teen & adult	978 0 19 4791168	978 0 19 479300 1	9780194620970			2008		Y	Audio-BrE
OBW3F	Oxford U. Press	Future Energy	Alex Raynham	Oxford Bookworms Library	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	10,244 		A		N	6 	NF	Factfiles	teen & adult	978 0 19 479449 7	978 0 19 4794480	9780194637961			2012		Y	Audio-BrE
OBW3	Oxford U. Press	Go, Lovely Rose and Other Stories	H. E. Bates, Retold by Rosemary Border	Oxford Bookworms Library	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	8,065 		A		Y	6 	F	Human Interest	teen & adult	978 0 19 4791182					2008		Y	
OBW3	Oxford U. Press	Goldfish, The	Raymond Chandler, Retold by Christine Lindop	Oxford Bookworms Library	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	10,100 		A		Y	6 	F	Thriller and Adventure	teen & adult	978 0 19 4791175					2008		Y	
OBW3F		Human Body, The	Alex Raynham	Oxford Bookworms Library: Factfiles	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	10,489 		A			6 	NF	Factfiles	teen & adult	9780194236751	9780194236676	9780194620963				2013	Y	Audio-BrE
OBW3F	Oxford U. Press	Information Technology	Paul A. Davies	Oxford Bookworms Library: Factfiles	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	9,614 		A		Y	6 	NF	Factfiles	teen & adult	978 0 19 4233927	978 0 19 423594 5	9780194637923			2008		Y	
OBW3	Oxford U. Press	Justice	Tim Vicary	Oxford Bookworms Library	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	10,420 		A		Y	6 	F	Thriller and Adventure	teen & adult	978 0 19 4791199					2008		Y	
OBW3	Oxford U. Press	Kidnapped	Robert Louis Stevenson, Retold by Clare West	Oxford Bookworms Library	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	12,435 		A		Y	6 	F	Thriller and Adventure	teen & adult	978 0 19 4791205	978 0 19 479455 8	9780194620994			2008		Y	Audio-BrE
OBW3	Oxford U. Press	Kiss, The: Love Stories From America	Jennifer Bassett	Oxford Bookworms Library	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	12,732 		A		N	6 	F	Human Interest	teen & adult	978 0 19 478615 7	978 0 19 478605 8	9780194637824			2013		Y	Audio-BrE
OBW3	Oxford U. Press	Last Sherlock Holmes Story, The	Michael Dibdin, Retold by Rosalie Kerr	Oxford Bookworms Library	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	9,680 		A		Y	6 	F	Crime and Mystery	teen & adult	978 0 19 4791212	978 0 19 479302 5				2008		Y	Audio-BrE
OBW3F	Oxford U. Press	Laughter		Oxford Bookworms Library: Factfiles	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	5,600 		E		Y	6 	NF		teen & adult								N	
OBW3	Oxford U. Press	Leaving No Footprint: Stories from Asia	Retold by Clare West	Oxford Bookworms Library	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	11,546 		A		Y	6 	F	World Stories	teen & adult	978 0 19 4791410	978 0 19 479353 7				2010		Y	LLLA Finalist 2011, Audio-BrE
OBW3	Oxford U. Press	Long White Cloud: Stories from New Zealand, The	Retold by Christine Lindop	Oxford Bookworms Library	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	11,150 		A		Y	6 	F	World Stories	teen & adult	978 0 19 4791397	978 0 19 479303 2				2008		Y	Audio-BrE
OBW3	Oxford U. Press	Love Story	Erich Segal, Retold by Rosemary Border	Oxford Bookworms Library	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	8,755 		A		Y	6 	F	Human Interest	teen & adult	978 0 19 4791229	978 0 19 479305 6	9780194204422			2008		Y	Audio-AmE
OBW3F	Oxford U. Press	Martin Luther King	Alan C. McLean	Oxford Bookworms Library: Factfiles	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	9,871 		A		Y	6 	NF (BI)	Factfiles	Age 9/10+ up to adult	978 0 19 4233934	978 0 19 423597 6	9780194621038			2008		Y	Audio-AmE
OBW3		Midsummer Nights Dream, A	William Shakespeare	Oxford Bookworms Library	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	11,167 		A			6 	F			9780194786133	9780194621007	9780194785976				2014	Y	Audio-BrE
OBW3F	Oxford U. Press	Mission Apollo		Oxford Bookworms Library: Factfiles	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	5,600 		E		Y	6 	NF		teen & adult								N	
OBW3	Oxford U. Press	Moondial	Helen Cresswell, Retold by John Escott	Oxford Bookworms Library	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	10,650 		A		Y	6 	F	Fantasy and Horror	Age 9/10+ up to adult	978 0 19 4791236					2008		Y	Audio-BrE
OBW3	Oxford U. Press	Mysterious Death of Charles Bravo, The	Tim Vicary	Oxford Bookworms Library	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	11,550 		A		N	6 	NF	True Stories	teen & adult	978 0 19 479387 2	978 0 19 4793858	9780194637978			2011		Y	Audio-BrE
OBW3F	Oxford U. Press	Olympic Games, The		Oxford Bookworms Library: Factfiles	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	6,300 		E		N	6 	NF		teen & adult								N	
OBW3	Oxford U. Press	On the Edge	Gillian Cross, Retold by Clare West	Oxford Bookworms Library	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	10,300 		A		Y	6 	F	Thriller and Adventure	Age 9/10+ up to adult	978 0 19 4791243					2008		Y	
OBW3	Oxford U. Press	Pair of Ghostly Hands and Other Stories, A 	Retold by Diane Mowat	Oxford Bookworms Library	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	9,600 		A		Y	6 	F	Fantasy and Horror	teen & adult	978 0 19 4791250					2008		Y	
OBW3	Oxford U. Press	Picture of Dorian Gray, The	Oscar Wilde, Retold by Jill Nevile	Oxford Bookworms Library	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	10,245 		A		Y	6 	F	Fantasy and Horror	teen & adult	978 0 19 4791267	978 0 19 479307 0	9780194620925			2008		Y	Audio-AmE
OBW3	Oxford U. Press	Playing with Fire: Stories from the Pacific Rim	Retold by JSB	Oxford Bookworms Library	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	12,589 		A		Y	6 	F	World Stories	teen & adult	978 0 19 4792844	9780194792868				2009		Y	LLLA Finalist 2010, Audio-BrE
OBW3	Oxford U. Press	Prisoner of Zenda, The	Anthony Hope, Retold by Diane Mowat	Oxford Bookworms Library	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	10,710 		A		Y	6 	F	Thriller and Adventure	Age 9/10+ up to adult	978 0 19 4791274	978 0 19 479308 7	9780194621014			2008		Y	Audio-BrE
OBW3	Oxford U. Press	Rabbit-Proof Fence	Doris Pilkington Garimara, Retold by JSB	Oxford Bookworms Library	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	10,600 		A		Y	6 	NF	True Stories	teen & adult	978 0 19 4791441					2008		Y	LLLA WINNER 2007
OBW3	Oxford U. Press	Railway Children, The	Edith Nesbit, Retold by John Escott	Oxford Bookworms Library	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	9,295 		A		Y	6 	F	Human Interest	Age 9/10+ up to adult	978 0 19 4791281	978 0 19 479310 0	9780194621021			2008		Y	Audio-BrE
OBW3F	Oxford U. Press	Recycling	Sue Stewart	Oxford Bookworms Library: Factfiles	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	10,098 		A		Y	6 	NF	Factfiles	Age 9/10+ up to adult	978 0 19 4233897	978 0 19 423600 3	9780194637930			2008		Y	Audio-BrE
OBW3	Oxford U. Press	Secret Garden, The	Frances Hodgson Burnett, Retold by Clare West	Oxford Bookworms Library	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	10,715 		A		Y	6 	F	Human Interest	Age 9/10+ up to adult	978 0 19 4791298	978 0 19 479311 7	9780194620932			2008		Y	Audio-BrE
OBW3	Oxford U. Press	Skyjack!	Tim Vicary	Oxford Bookworms Library	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	8,685 		A		Y	6 	F	Thriller and Adventure	teen & adult	978 0 19 4791304	978 0 19 479313 1	9780194620949			2008		Y	Audio-BrE
OBW3F	Oxford U. Press	Space	Tim Vicary	Oxford Bookworms Library	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	9,311 		A		N	6 	NF	Factfiles	teen & adult	978 0 19 423673 7	978 0 19 423665 2	9780194637947			2013		Y	
OBW3	Oxford U. Press	Star Zoo, The	Harry Gilbert	Oxford Bookworms Library	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	8,915 		A		Y	6 	F	Fantasy and Horror	Age 9/10+ up to adult	978 0 19 4791311					2008		Y	
OBW3F	Oxford U. Press	Strange But True		Oxford Bookworms Library: Factfiles	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	5,600 		E		Y	6 	NF		teen & adult								N	
OBW3	Oxford U. Press	Tales of Mystery and Imagination	Edgar Allan Poe, Retold by Margaret Naudi	Oxford Bookworms Library	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	11,960 		A		Y	6 	F	Fantasy and Horror	teen & adult	978 0 19 4791328	978 0 19 479314 8	9780194620956			2008		Y	Audio-AmE
OBW3	Oxford U. Press	Three Strangers and Other Stories, The	Thomas Hardy, Retold by Clare West	Oxford Bookworms Library	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	11,680 		A		Y	6 	F	Classics	teen & adult	978 0 19 4791335		9780194637855			2008		Y	Audio-BrE
OBW3	Oxford U. Press	Through the Looking-Glass	Lewis Carroll, Retold by JSB	Oxford Bookworms Library	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	10,605 		A		Y	6 	F	Classics	Age 9/10+ up to adult	978 0 19 4791342	978 0 19 4794534	9780194637862			2008		Y	Audio-BrE
OBW3	Oxford U. Press	Tooth and Claw - Short Stories	Saki, Retold by Rosemary Border	Oxford Bookworms Library	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	8,255 		A		Y	6 	F	Human Interest	teen & adult	978 0 19 4791359					2008		Y	Audio-BrE
OBW3F	Oxford U. Press	USA, The	Alison Baxter	Oxford Bookworms Library: Factfiles	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	10,188 		A		Y	6 	NF (GE)	Factfiles	Age 9/10+ up to adult	978 0 19 4233910	978 0 19 423603 4	9780194621045			2008		Y	Audio-BrE
OBW3	Oxford U. Press	Who, Sir? Me, Sir?	K. M. Peyton, Retold by Diane Mowat	Oxford Bookworms Library	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	10,295 		A		Y	6 	F	Human Interest	Age 9/10+ up to adult	978 0 19 4791366					2008		Y	
OBW3	Oxford U. Press	Wind in the Willows, The	Kenneth Grahame, Retold by JSB	Oxford Bookworms Library	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	11,540 		A		Y	6 	F	Classics	Age 9/10+ up to adult	978 0 19 4791373		9780194637879			2008		Y	Audio-BrE
OBW3	Oxford U. Press	Wyatt's Hurricane	Desmond Bagley, Retold by JSB	Oxford Bookworms Library	Stage 3	1,000 	Intermediate (E)	B1	3.2-3.4	10,500 		A		Y	6 	F	Thriller and Adventure	teen & adult	978 0 19 4791380					2008		Y	
OBW4	Oxford U. Press	African Queen, The	C. S. Forester, Retold by Clare West	Oxford Bookworms Library	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	15,250 		A		Y	7 	F	Human Interest	teen & adult	978 0 19 4791649					2008		Y	
OBW4	Oxford U. Press	Big Sleep, The	Raymond Chandler, Retold by Rosalie Kerr	Oxford Bookworms Library	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	15,960 		A		Y	7 	F	Crime and Mystery	teen & adult	978 0 19 4791656					2008		Y	
OBW4	Oxford U. Press	Black Beauty	Anna Sewell, Retold by John Escott	Oxford Bookworms Library	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	15,400 		A		Y	7 	F	Human Interest	teen & adult	978 0 19 4791663	978 0 19 479315 5	9780194621106			2008		Y	Audio-BrE
OBW4	Oxford U. Press	Cranford	Elizabeth Gaskell, Retold by Kate Mattock	Oxford Bookworms Library	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	15,015 		A		Y	7 	F	Classics	teen & adult	978 0 19 4791670					2008		Y	
OBW4	Oxford U. Press	Death of an Englishman	Magdalen Nabb, Retold by Diane Mowat	Oxford Bookworms Library	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	14,815 		A		Y	7 	F	Crime and Mystery	teen & adult	978 0 19 4791687					2008		Y	
OBW4	Oxford U. Press	Desert, Mountain, Sea - Short Stories	Sue Leather	Oxford Bookworms Library	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	15,580 		A		Y	7 	NF	True Stories	teen & adult	978 0 19 4791694					2008		Y	
OBW4F	Oxford U. Press	Disaster!	Mary McIntosh	Oxford Bookworms Library: Factfiles	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	14,791 		A		Y	7 	NF	factfiles	teen & adult	978 0 19 4233958	978 0 19 423606 5	9780194638043			2008		Y	Audio-BrE
OBW4	Oxford U. Press	Doors to a Wider Space: Stories from Australia	Retold by Christine Lindop	Oxford Bookworms Library	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	15,862 		A		N	7 	F	World Stories	teen & adult	978 0 19 4791953	978 0 19 479280 6				2008		Y	Audio-AusE
OBW4	Oxford U. Press	Dr. Jekyll and Mr. Hyde	Robert Louis Stevenson, Retold by Rosemary Border	Oxford Bookworms Library	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	12,520 		A		Y	7 	F	Fantasy and Horror	teen & adult	978 0 19 4791700	978 0 19 479317 9	9780194621052			2008		Y	Audio-BrE
OBW4	Oxford U. Press	Dubious Legacy, A	Mary Wesley, Retold by Rosalie Kerr	Oxford Bookworms Library	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	15,100 		A		Y	7 	F	Human Interest	teen & adult	978 0 19 4791717					2008		Y	
OBW4	Oxford U. Press	Eagle of the Ninth, The	Rosemary Sutcliff, Retold by John Escott	Oxford Bookworms Library	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	14,950 		A		Y	7 	F	Thriller and Adventure	Age 9/10+ up to adult	978 0 19 4791724					2008		Y	
OBW4		Eat Pray Love	Elizabeth Gilbert	Oxford Bookworms Library	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	18,805 		A				F			9780194786164	9780194786065					2013	Y	Audio-BrE
OBW4F	Oxford U. Press	Gandhi	Rowena Akinyemi	Oxford Bookworms Library: Factfiles	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	17,000 		A		N	7 	NF	factfiles	teen & adult	978 0 19 4237802	978 0 19 423783 3	9780194637985			2010		Y	Audio-BrE
OBW4F	Oxford U. Press	Great Crimes	John Escott	Oxford Bookworms Library: Factfiles	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	15,747 		A		Y	7 	NF (HI)	factfiles	teen & adult	978 0 19 4233941	978 0 19 423609 6	9780194638050			2008		Y	Audio-BrE
OBW4	Oxford U. Press	Gulliver's Travels	Jonathan Swift, Retold by Clare West	Oxford Bookworms Library	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	15,325 		A		Y	7 	F	Classics	Age 9/10+ up to adult	978 0 19 4791731	978 0 19 479318 6	9780194621069			2008		Y	Audio-BrE
OBW4F	Oxford U. Press	History of the English Language	Brigit Viney	Oxford Bookworms Library: Factfiles	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	16,753 		A		Y	7 	NF	factfiles	teen & adult	978 0 19 4233972	978 0 19 423614 0	9780194638036			2008		Y	Audio-BrE
OBW4	Oxford U. Press	Hound of the Baskervilles, The	Sir Arthur Conan Doyle, Retold by Patrick Nobes	Oxford Bookworms Library	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	19,330 		A		Y	7 	F	Crime and Mystery	teen & adult	978 0 19 4791748	978 0 19 479319 3	9780194621076			2008		Y	Audio-BrE
OBW4	Oxford U. Press	Land of my Childhood: Stories from South Asia	Retold by Clare West	Oxford Bookworms Library	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	16,937 		A		Y	7 	F	World Stories	teen & adult	978 0 19 4792356	978 0 19 47928 3	9780194204453			2008		Y	LLLA WINNER 2009, Audio-BrE
OBW4	Oxford U. Press	Little Women	Louisa May Alcott, Retold by John Escott	Oxford Bookworms Library	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	14,920 		A		Y	7 	F	Human Interest	Age 9/10+ up to adult	978 0 19 4791755	978 0 19 479321 6	9780194621113			2008		Y	Audio-AmE
OBW4	Oxford U. Press	Lord Jim	Joseph Conrad, Retold by Clare West	Oxford Bookworms Library	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	19,160 		A		Y	7 	F	Classics	teen & adult	978 0 19 4791762		9780194637992			2008		Y	Audio-BrE
OBW4	Oxford U. Press	Lorna Doone	R. D. Blackmore, Retold by David Penn	Oxford Bookworms Library	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	17,000 		A		Y	7 	F	Human Interest	Age 9/10+ up to adult	978 0 19 4791779		9780194638005			2008		Y	Audio-BrE
OBW4	Oxford U. Press	Moonspinners, The	Mary Stewart, Retold by Diane Mowat	Oxford Bookworms Library	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	14,930 		A		Y	7 	F	Thriller and Adventure	teen & adult	978 0 19 4791786					2008		Y	
OBW4	Oxford U. Press	Morbid Taste For Bones, A	Ellis Peters, Retold by John Escott	Oxford Bookworms Library	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	15,300 		A		Y	7 	F	Crime and Mystery	teen & adult	978 0 19 4791793					2008		Y	
OBW4	Oxford U. Press	Mr Midshipman Hornblower	C. S. Forester, Retold by Rosemary Border	Oxford Bookworms Library	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	14,700 		A		Y	7 	F	Thriller and Adventure	teen & adult	978 0 19 4791809					2008		Y	
OBW4F	Oxford U. Press	Nelson Mandela	Rowena Akinyemi	Oxford Bookworms Library: Factfiles	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	16,390 		A		Y	7 	NF (BI)	Factfiles	teen & adult	978 0 19 4233965	978 0 19 422630 1	9780194638067			2008		Y	Audio-BrE
OBW4	Oxford U. Press	Persuasion	Jane Austen, Retold by Clare West	Oxford Bookworms Library	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	19,370 		A		Y	7 	F	Classics	teen & adult	978 0 19 4791816					2008		Y	
OBW4	Oxford U. Press	Price of Peace, The	Retold by Christine Lindop	Oxford Bookworms Library	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	16,068 		A		Y	7 	F	World Stories	teen & adult	978 0 19 4791984	978 0 19 479325 4				2009		Y	Audio-BrE
OBW4	Oxford U. Press	Reflex	Dick Francis, Retold by Rowena Akinyemi	Oxford Bookworms Library	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	16,500 		A		Y	7 	F	Thriller and Adventure	teen & adult	978 0 19 4791823					2008		Y	
OBW4	Oxford U. Press	Scarlet Letter, The	Nathaniel Hawthorne, Retold by John Escott	Oxford Bookworms Library	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	15,965 		A		Y	7 	F	Classics	teen & adult	978 0 19 4791830	9780194793230	9780194621083			2008		Y	Audio-AmE
OBW4	Oxford U. Press	Silas Marner	George Eliot, Retold by Clare West	Oxford Bookworms Library	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	16,065 		A		Y	7 	F	Classics	teen & adult	978 0 19 4791847	978 0 19 479324 7	9780194621120			2008		Y	Audio-BrE
OBW4	Oxford U. Press	Silver Sword, The	Ian Serraillier, Retold by John Escott	Oxford Bookworms Library	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	14,960 		A		Y	7 	F	Thriller and Adventure	Age 9/10+ up to adult	978 0 19 4791854					2008		Y	
OBW4	Oxford U. Press	Songs of Distant Earth and Other Stories, The	Arthur C. Clarke, Retold by JSB	Oxford Bookworms Library	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	15,210 		A		Y	7 	F	Fantasy and Horror	teen & adult	978 0 19 4791861					2008		Y	
OBW4	Oxford U. Press	Tale of Two Cities, A	Charles Dickens, Retold by Ralph Mowat	Oxford Bookworms Library	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	14,850 		A		Y	7 	F	Classics	teen & adult	978 0 19 4791878	978 0 19 479327 8	9780194621137			2008		Y	Audio-BrE
OBW4	Oxford U. Press	Thirty-Nine Steps, The	John Buchan, Retold by Nick Bullard	Oxford Bookworms Library	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	17,170 		A		Y	7 	F	Thriller and Adventure	teen & adult	978 0 19 4791885	978 0 19 479328 5	9780194621090			2008		Y	Audio-BrE
OBW4	Oxford U. Press	Three Men in a Boat	Jerome K. Jerome, Retold by Diane Mowat	Oxford Bookworms Library	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	18,055 		A		Y	7 	F	Human Interest	Age 9/10+ up to adult	978 0 19 4791892	978 0 19 479329 2	9780194638012			2008		Y	Audio-BrE
OBW4	Oxford U. Press	Time of Waiting, A	Retold by Clare West	Oxford Bookworms Library	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	13,874 		A		N	7 	F	World Stories	Age 9/10+ up to adult	978 0 19 479460 2	978 0 19 479459 6	9780194204484			2012		Y	Audio-BrE
OBW4	Oxford U. Press	Treasure Island	Robert Louis Stevenson, Retold by John Escott	Oxford Bookworms Library	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	15,125 		A		Y	7 	F	Thriller and Adventure	teen & adult	978 0 19 4791908	978 0 19 479330 8	9780194621144			2008		Y	Audio-BrE
OBW4		Twenty Thousand Leagues under the Sea	Jules Verne, Retold by Rachel Bladon	Oxford Bookworms Library	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	15,748 		A			7 	F	Thriller and Adventure		9780194238021	9780194237994	9780194638074				2015	Y	Audio-BrE
OBW4	Oxford U. Press	Unquiet Grave, The	M. R. James, Retold by Peter Hawkins	Oxford Bookworms Library	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	15,860 		A		Y	7 	F	Fantasy and Horror	teen & adult	978 0 19 4791915					2008		Y	
OBW4	Oxford U. Press	Washington Square	Henry James, Retold by Kieran McGovern	Oxford Bookworms Library	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	15,490 		A		Y	7 	F	Classics	teen & adult	978 0 19 4791922	978 0 19 479332 2	9780194638029			2008		Y	Audio-AmE
OBW4	Oxford U. Press	We Didn't Mean to Go to Sea	Arthur Ransome, Retold by Ralph Mowat	Oxford Bookworms Library	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	14,860 		A		Y	7 	F	Thriller and Adventure	Age 9/10+ up to adult	978 0 19 4791939					2008		Y	
OBW4	Oxford U. Press	Whispering Knights, The	Penelope Lively, Retold by Clare West	Oxford Bookworms Library	Stage 4	1,400 	Intermediate (H)	B1/B2	3.8-4.0	17,100 		A		Y	7 	F	Fantasy and Horror	teen & adult	978 0 19 4791946					2008		Y	
OBW5	Oxford U. Press	Accidental Tourist, The	Anne Tyler, Retold By JSB	Oxford Bookworms Library	Stage 5	1,800 	Upper Int. (E)	B2	4.5-5.0	24,810 		A		Y	8 	F	Human Interest	teen & adult	978 0 19 4792158					2008		Y	LLLA Finalist 2005
OBW5	Oxford U. Press	Age of Innocence, The	Edith Wharton, Retold by Clare West	Oxford Bookworms Library	Stage 5	1,800 	Upper Int. (E)	B2	4.5-5.0	24,820 		A		Y	8 	F	Classics	teen & adult	978 0 19 4792165	978 0 19 479334 6	9780194638081			2008		Y	LLLA WINNER 2007, Audio-BrE
OBW5	Oxford U. Press	Brat Farrar	Josephine Tey, Retold by Ralph Mowat	Oxford Bookworms Library	Stage 5	1,800 	Upper Int. (E)	B2	4.5-5.0	24,510 		A		Y	8 	F	Thriller and Adventure	teen & adult	978 0 19 4792172					2008		Y	
OBW5	Oxford U. Press	Bride Price, The	Buchi Emecheta, Retold by Rosemary Border	Oxford Bookworms Library	Stage 5	1,800 	Upper Int. (E)	B2	4.5-5.0	22,620 		A		Y	8 	F	Human Interest	teen & adult	978 0 19 4792189					2008		Y	
OBW5	Oxford U. Press	David Copperfield	Charles Dickens, Retold by Clare West	Oxford Bookworms Library	Stage 5	1,800 	Upper Int. (E)	B2	4.5-5.0	24,770 		A		Y	8 	F	Classics	teen & adult	978 0 19 4792196	978 0 19 479335 3				2008		Y	Audio-BrE
OBW5	Oxford U. Press	Dead of Jericho, The	Colin Dexter, Retold by Clare West	Oxford Bookworms Library	Stage 5	1,800 	Upper Int. (E)	B2	4.5-5.0	27,170 		A		Y	8 	F	Crime and Mystery	teen & adult	978 0 19 4792202					2008		Y	
OBW5	Oxford U. Press	Deadlock	Sara Paretski, Retold by Rowena Akinyemi	Oxford Bookworms Library	Stage 5	1,800 	Upper Int. (E)	B2	4.5-5.0	22,610 		A		Y	8 	F	Crime and Mystery	teen & adult	978 0 19 4792219					2008		Y	
OBW5	Oxford U. Press	Do Androids Dream of Electric Sheep?	Philip K. Dick, Retold by Hopkins and Potter	Oxford Bookworms Library	Stage 5	1,800 	Upper Int. (E)	B2	4.5-5.0	31,300 		A		Y	8 	F	Fantasy and Horror	teen & adult	978 0 19 4792226					2008		Y	
OBW5	Oxford U. Press	Far From the Madding Crowd	Thomas Hardy, Retold by Clare West	Oxford Bookworms Library	Stage 5	1,800 	Upper Int. (E)	B2	4.5-5.0	24,490 		A		Y	8 	F	Classics	teen & adult	978 0 19 4792233	978 0 19 479336 0	9780194621212			2008		Y	Audio-BrE
